scene_number,location,description,cast_id,costume_notes,hair_makeup,prosthetics,key_props,props,set_dressing,extras,picture_vechiles,production,special_professionals,sfx,vfx,special_equipments,notes,timeofday,int_ext
45A,ARJUN HOUSE,"EXT. ARJUN HOUSE - NIGHT
45A
Arjun comes on the bike and parks outside the gate of his 
house. Kittu who is at the neighbor’s house, comes outside 
the gate and says,
KITTU
Papa hum yahin hain, kal mere bud-
day ke liye auntie ko bulaane aaye 
hain. 
Saying that he looks for his father’s reaction but Arjun 
doesn’t turn, he walks inside his house. 
Arjun’s close, he is actually smiling at his sons words for 
reminding him so many times about his birthday and present.
","['kittu', 'arjun']","['kittu', 'arjun']","['kittu', 'arjun']",,,,,,,,,,,,,NIGHT,EXT
45B,ARJUN HOUSE / STORE ROOM,"INT. ARJUN HOUSE / STORE ROOM - NIGHT
45B
Arjun switches on the light, pulls a chair to look over the 
attic.
After alot of difficulty he pulls out a cricket kit bag full 
of dust and places it on the floor so proudly, blows dust off 
it, opens the zip, and slowly pulls out the bat, bat comes 
out of the cover in slow motion, through dust with an 
elevated background music, Arjun holds the bat with both his 
hands and looks in front, there is a mirror, he goes closer 
to the mirror, looks at himself with the bat, slow charge.
Arjun still looking at the bat with past memories, voice 
comes from back,
KITTU
Woooow! Ye aapka bat hai papa?
ARJUN
(nods)
Mumma kahan hai puttar?
KITTU
Aa rahi hain.
Arjun begins to rush out. 
KITTU (CONT'D)
Kahan ja rahe ho?
Arjun goes to the backyard, Kittu is standing at the door, 
looking at the main gate and then looking at his father.
56.
FOR AD TEAM
57.
KITTU (CONT'D)
Jaldi karo... amma aa gayin... 
jaldi.
","['kittu', 'arjun']","['kittu', 'arjun']","['kittu', 'arjun']",,,,,,,,,,,,,NIGHT,INT
45C,ARJUN HOUSE / SMOKING AREA,"EXT. ARJUN HOUSE / SMOKING AREA - NIGHT
45C
Arjun climbs on the ladder leading to the terrace, he keeps 
the kit there and comes down. 
CUT TO:
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,NIGHT,EXT
46,ARJUN HOUSE,"INT. ARJUN HOUSE - NIGHT
46
Vidhya walks in, Arjun & Kittu sit watching TV.
VIDHYA
Kittu... Complan?
KITTU
Uh huh 
Vidhya goes inside
KITTU (CONT'D)
Main bhi aaunga papa please please 
please.
ARJUN
Mujhe bahut late hoga kaake... 
tujhe sona nahin hai?
KITTU
Roj toh sota hoon papa... aane do 
na. Aapki batting maine kabhi nahi 
dekhi. Please Please papa. 
ARJUN
Nahin..
Arjun gets up. 
ARJUN (CONT'D)
Vidhya... wo Amrit aur sab picture 
dekhne ja rahe the toh main bhi ja 
raha hoon.
KITTU
Mujhe bhi dekhni hai picture... 
main bhi aaunga papa
Arjun throws a book on Kittu
57.
FOR AD TEAM
58.
KITTU (CONT'D)
Please papa please.
VIDHYA
Usey bhi le jao na saath, kal 
chutti hai uska
Kittu keeps pleading.
ARJUN
Chal phir.
Kittu exclaims.
","['vidhya', 'kittu', 'arjun', 'amrit']","['vidhya', 'kittu', 'arjun', 'amrit']","['vidhya', 'kittu', 'arjun', 'amrit']",,,,,,,,,,,,,NIGHT,INT
47A,ARJUN HOUSE / TERRACE,"EXT. ARJUN HOUSE / TERRACE - NIGHT
47A
Arjun takes the kit & runs over one terrace to another. He 
throws the kit off the terrace.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,NIGHT,EXT
47B,COLONY ROAD,"EXT. COLONY ROAD - NIGHT
47B
Arjun jumps down and picks up the kit. A neighbor lurks out. 
NEIGHBOUR
Kaun hai othhe??? Chor maiaveya...
Kittu laughs sitting on the bike.
KITTU
Papa maiaveya matlab?
ARJUN
Matlab All the best
Arjun picks up Kittu and places the cricket kit, he picks him 
up again and makes him sit on the bike. Arjun sits on the 
bike too and rides off. 
CUT TO:
","['kittu', 'arjun']","['kittu', 'arjun']","['kittu', 'arjun']",,,,,,,,,,,,,NIGHT,EXT
47C,CHANDIGARH / ROADS,"EXT. CHANDIGARH / ROADS - NIGHT
47C
Arjun and Kittu are riding on the bike. Kittu is holding 
Arjun from behind, looking excited.  
","['kittu', 'arjun']","['kittu', 'arjun']","['kittu', 'arjun']",,,,,,,,,,,,,NIGHT,EXT
48,SCHOOL GROUND,"EXT. SCHOOL GROUND - NIGHT
48
MONTAGE: 
58.
FOR AD TEAM
59.
Big school ground all dark, Amrit, Bali and two other friends 
Puneet and Lovely are busy prepping for the practice. They 
keep a bucket of water next to Bali Sir, Arjun coming from a 
warm up lap, stretches his body. Kittu sits there holding 
pads and gloves of Arjun, looking at his dad, Arjun smiles at 
Kittu and takes his pads, tying his pads and Kittu looking at 
his dad all smiles. Arjun puts gloves on and checks the bat, 
swings the bat few times, with a little jog, comes to the 
edge of the cement floor.
Hits the ground couple of times in a stance and waits for 
Bali Sir to throw the ball.
Entire shot is taken in 96 frames, with long pauses and ball 
swooshing sound, other friends including Kittu go into 
fielding positions.
Bali stands next to a bucket full of water, slowly bends, 
takes out a fully soaked tennis ball, Bali takes a stance 
like a base ball pitcher, in a similar action, stretches his 
hand to the maximum, and with a grunt sound throws the ball 
with full force, ultra slow motion shot of the ball with a 
swoosh sound till the ball hits the cement slab and regular 
24 frames, ball races like a bullet, Arjun knocks the ball in 
a good stance, with a big knock sound 
…cut to….
Wide establishment shot, of an empty dark ground, with only a 
few lights just above the cement floor, with knock sound 
continuously. Arjun batting, time lapse shots, Arjun 
sweating, after couple of hours, every one sits on the 
ground. Arjun with sweat and Kittu going to bring a towel.
Bali sir gestures to the others (without Kittu noticing) to 
leave for another place. 
BALI
Mere aur tere papa ki ek special 
jagah hai Kittu... ajj tujhe wahan 
leke chalta hoon chal.  
Arjun smiles at Bali and every one comes into a joyful mood.
","['kittu', 'arjun', 'bali', 'amrit']","['kittu', 'arjun', 'bali', 'amrit']","['kittu', 'arjun', 'bali', 'amrit']",,,,,,,,,,,,,NIGHT,EXT
49,VANTAGE POINT,"EXT. VANTAGE POINT - MAGIC HOUR
49
All of them sit at the Vantage po",[],[],[],,,,,,,,,,,,,MAGIC HOUR,EXT
50,ARJUN HOUSE,"INT. ARJUN HOUSE - MORNING
50
Kittu wakes up to find a gift wrap, rolled and tied with a 
ribbon, 
Rubbing his face, excited and happy, Kittu opens the box to 
find a SPIDERMAN toy, Kittu is so happy, and starts running 
to the kitchen, keeps running and hugs Vidhya from the back, 
Arjun looks at Kittu and smiles, Vidhya comes down to hug her 
son, and kisses on his forehead.
KITTU
Thank you!
VIDHYA
Good morning birthday boy... happy 
birthday... spider man kaisa laga?
Then Kittu looks at Arjun...
VIDHYA (CONT'D)
Suno... brush karo jaldi jaldi... 
ye main rakhti hoon sambhaal ke.
Vidhya goes in, Kittu walks behind Arjun who leads him to the 
store room. He opens the door of the wardrobe to reveal 
Sachin’s poster put up. Kittu exclaims.
ARJUN
Ajj match ke baad... uncle ki shop 
se jersey lete hue aayenge! 
Kittu with a big smile,
KITTU
Sacchi?????
Arjun nods his head with a smile, Kittu hugs his father. 
After a few moments, Vidhya gets ready to go to office,
While she is picking her stuff and busy running around the 
house, Vidhya keeps talking,
VIDHYA
Subzi roti bana diya hai maine, 
khane ke pehle garam kar lena babu
Through the window, Kittu and Arjun wait till the bus sound 
faints.
CUT TO:
60.
FOR AD TEAM
61.
","['vidhya', 'kittu', 'arjun']","['vidhya', 'kittu', 'arjun']","['vidhya', 'kittu', 'arjun']",,,,,,,,,,,,,MORNING,INT
51,PCA / ENTRANCE,"EXT. PCA / ENTRANCE - DAY
51
Bali sir stands waiting at the main gate of the stadium when 
Kittu & Arjun walk in. Bali sir hands over the cricket gear 
to Arjun.
BALI
All the best!
ARJUN
Thank you sir.
Just then both of them are surprised at the drum beats coming 
from the other side. They turn to see that Arjun’s friends 
(Amrit, Puneet, Rajinder, Lovely, Inderjeet, Anand and 
Dholwalas) are celebrating already.
ARJUN (CONT'D)
Ae... paagal ho gaye ho tum log 
Bandh karo yaar ye tamashe / oye 
bandh karo yaar!
AMRIT
(singing folk)
Abhi toh shuru hue hain yaara!! 
The friends start singing a couplet in Punjabi on the dhol 
beat. 
Arjun shakes his head in embarrassment. 
All the friends start dancing, while Bali Sir and Kittu are 
smiling; Arjun is getting embarrassed,
Finally friends come closer & put a garland, Bali gives Arjun 
the shirt, Amrit dances uncontrollably, Arjun says,
ARJUN
Abey bas karo yaar! 
The gang walks up to where Virender stands with his group. 
Arjun and Viru come face to face. 
BALI 
Arjun, Virender se mila? Ye Punjab 
club ka number ek batsman! Viru... 
ye hai ex ranji player... Arjun... 
naam te suna hoyega! 
VIRU
Accha, humne toh nahin suna pehle 
Sir!
61.
FOR AD TEAM
(MORE)
62.
BALI 
Koi nai... ab toh sunte rahoge 
puttar. Aaj ka match khel le, phir 
toh tumhara assistant coach ban 
jaana hai isne. 
VIRU
(sarcastic laugh)
Oh! Ye khel rahe hain? Buzurg hain 
toh thodi ijjat toh deni padegi... 
Kya sir... kidhar chhupe the itne 
din... Gavaskar ke retire hone ka 
wait kar rahe the kya?  
Viru and his friends laugh.
VIRU (CONT'D)
Kya bola sir aapne? Assistant coach 
ban-ne wale hain paaji? Aapke peit 
pe laat padne ke chance toh nahi 
hain na?
BALI 
(smiles)
Agar isne dhang se focus kar liya 
te meri chhor, tere peit pe laat 
pad jaani hai.
The friends hoot and whistle. They start singing the Punjabi 
couplet on the dhol beat again.  
ARJUN
Abey bandh karo yaar... jao seatein 
pakdo! Kittu... Amrit uncle ke 
saath hi rehna tu. 
Jasleen is watching all of this from behind Viru; she pulls 
him back & just as they turn to walk off, she turns around 
and whispers “all the best” to Arjun with a smile. 
Viru walks in with Arjun and Bali. Friends, dholwalas, Kittu 
& Jasleen enter the stadium through the other side. 
","['jasleen', 'kittu', 'arjun', 'viru', 'bali', 'amrit']","['jasleen', 'kittu', 'arjun', 'viru', 'bali', 'amrit']","['jasleen', 'kittu', 'arjun', 'viru', 'bali', 'amrit']",,,,,,,,,,,,,DAY,EXT
52,PCA / GROUND,"EXT. PCA / GROUND - DAY
52
STANDS : Crowd visuals. People are waiting to see players and 
suddenly are excited.
COMMENTATOR
Aaj hai bada match... Punjab 
cricket club ke liye... 
(MORE)
62.
FOR AD TEAM
COMMENTATOR (CONT'D)
63.
New zealand ki team ke saath hoga 
charity match. Welcome to Mohali 
cricket stadium! 
- From the crowd POV - New Zealand players are in the 
stadium.
KITTU
(jumps in joy)
John spearman!! Ye!!
Jasleen comes and sits next to Kittu and Arjun’s friends. She 
takes Kittu in her lap. 
COMMENTATOR
Aaiye aapko le chalte hai toss ke 
liye! 
- COMMENTARY BOX: Commentary box visuals (commentators 
introducing the match)
- FIELD (TOSS): New Zealand won and elected to bat; Umpire 
shows the coin heads and tails to both captains and then 
tosses it. NZ captain says heads and he wins and says 
casually “we are batting”. Formally shakes Ravinder’s hands.
COMMENTATOR (CONT'D)
New zealand ne toss jeeta aur pehle 
ballebaazi karne ka faisla liya! 
New zealand ke kaptaan John 
Spearman ne cheque diya The Hope 
Foundation ke chairman Shri Amar 
Batra ko. Aaj ke match ki tickets 
ka fund jaayega alp suvidha praapt 
(under privileged) bachhon ki 
shiksha ki ore! 
- FIELD: The people waiting behind him immediately ask for 
autographs and New Zealand captain signing an autograph.
- STADIUM STANDS: Crowd shots (Just waiting for match to 
begin, someone pointing to a friend about an NZ player)
- FIELD: Fielders walking and taking positions.
COMMENTATOR (CONT'D)
Khiladi maidaan mein utar chuke 
hain... khili dhoop, toofani mahaul 
aur inka josh dekh ke lagta hai aaj 
ka match hoga kaante ki takkar. 
- While New-zealand batsman come in (Warming and swinging 
their hands as they enter the ground)
COMMENTATOR (CONT'D)
63.
FOR AD TEAM
64.
COMMENTATOR (CONT'D)
New zealand ke openers Spearman aur 
Brown maidan mein aa chuke hain... 
New zealand ke liye ye match ek 
zariya hoga, aagaami tournament ki 
playing conditions ke liye taiyyari 
karne ka. Unke liye ye ek practice 
match kaha ja sakta hai... par 
Punjab club ke liye ye ek mauka 
hai, apne home ground pe ek thos 
takkar dene ka.     
- First ball. The bowler Nihar Kochhar has taken the stance 
and is running to bowl the first ball
COMMENTATOR (CONT'D)
Punjab club ki taraf se gendbaazi 
ki shuruat kar rahe hain Nihar 
Kochhar.. Ye aayi pehli ball aur 
Spearman ne khaata khola cover ek 
khoobsurat cover drive se. Unhein 
milenge chaar run
- New Zealand batsman, John Spearman (left handed) hits a 
four. Cover drive. Ball hits the ropes.
- Umpire signals four.
COMMENTATOR (CONT'D)
Aur ye ek aur chauka! 
- Amit Kumar is bowling. We show his run up.
- Ezra Brown (Right hand batsman hits a six, straight drive)
COMMENTATOR (CONT'D)
Aur ye ball boundary ke baahar... 
its a six! Lagta hai New zealand ke 
openers thaan ke aaye hain! 
- Umpire signals six.
- SCOREBOARD - 6 overs, New Zealand 65/ 0,
- FIELD: A ball is hit in Arjun’s direction who is standing 
at the boundary. He throws it back and then
- STADIUM STANDS: Kittu stands up and says
KITTU 
Good throw papa
- FIELD: Arjun looks back at his son.
64.
FOR AD TEAM
65.
- STADIUM STANDS: Kittu waves back
- FIELD: John S. hitting a Six, square drive.
- Bowler looking at ball and is disappointed at the same 
time.
- STADIUM STANDS: Ball landing in the crowd. A guy catches 
it. His friend takes and throws it back.
- FIELD: Umpire signals six
- Gurkiran Singh wipes his sweat, helpless, and bowls again,
COMMENTATOR
Punjab ke haath aaj ek bhi kamyaabi 
nahi lagi... bowlers pe dabaav 
badhta hua. 
AMRIT
Lovely... wo dhol te taashe side 
kar de... lagta hai aaj nahi 
nikalne.
- MONTAGE of more runs and boundaries. 
COMMENTATOR
Aaj sirf chaukkon aur chhakkon mein 
deal kar rahe hain Spearman aur 
Brown.
- Spearman takes a single
COMMENTATOR (CONT'D)
Spearman ne liya ek run aur issi ke 
saath poora hua unka ardh shatak.
- SCOREBOARD - 15 overs, NZ 128/0
- FIELD: Ravinder scratches head taking his cap off and then 
shouting at a Player to go to the boundary.
- It is Gurkiran Singh, off spin bowler, bowls
- Ezra Brown, again hits a six, slog shot over the mid 
wicket.
- Ravinder is looking at the ball and breathes air out from 
his mouth.
- UMPIRE SIGNAL SIX
- Brown mistimes a ball bowled by Balraj Cheema. And Viru 
fumbles for a beat but manages to take the catch
65.
FOR AD TEAM
66.
COMMENTATOR (CONT'D)
Ghalat timing ke shikaar hue Brown 
aur gend hawa mein hai and that’s a 
catch by Virender. Ek pal ko aisa 
laga ke gend phisal jaayegi unke 
haath se but he held onto it. 
Punjab ko mili pehli kaamyaabi. 
- STADIUM STANDS: Lovely is sitting with Amrit in the stands. 
- A group of crowd stands up and jumps.
- Jasleen claps.
- SCOREBOARD - NZ 136/1, 15.3
- FIELD: New batsman, Theo Carter (Right hand bat) hits for a 
four, Pull shot. Amit Kumar bowling. 
COMMENTATOR (CONT'D)
Aur aaj bohot hi behtareen 
pradarshan kiya New Zealand ke 
batsmen ne jinhone pehle 15 over 
mein hi 136 runs apne khaate mein 
daal liye hain! 
- Another ball goes to Arjun. He jogs a little and throws it 
back to the keeper.
- STADIUM STANDS - Amrit “What ae what ae what ae”. Friends 
using little instruments to make noise.
- STADIUM STANDS - A few foreigners sitting near the NZ 
dressing room give a glance in the direction of Arjun and his 
friends.
- FIELD: Arjun signals his friends Amrit & co. to stop and 
then turns back to field again.
- STADIUM STANDS: Kittu laughs at his dad feeling 
embarrassed.
- FIELD: John S. hitting four, Off drive.
- Dheeraj Bhasin runs to stop the ball but it misses his 
hands and goes for a four.
- Umpiring signaling 4
- Carter hits 6, pull shot.
- Gurkiran Singh bowler sees the ball in the air for a little 
while and then noticing it is a six, squats on the ground, 
almost giving up.
66.
FOR AD TEAM
67.
- Viru is frustrated by himself and says something we cannot 
hear.
- John S. and Carter running between the wickets.
- Ravinder and Viru are discussing something with     
Gurkiran Singh. And Then Ravinder throws the ball to Balraj 
Cheema.
- John and Carter talking in the middle of the pitch.
- John and Carter running for two runs, and
- John lifts his bat for a century.
- Ravinder claps,
- NEWZEALAND TEAM ROOM - team clapping,
- SCOREBOARD - Newzealand 299/1, 46.1, score crosses 300,
- FIELD: Carter hits a run and lifts his bat for a century 
too.
- STADIUM STANDS: People in the crowd are disappointed and 
are sitting bored.
- FIELD: Last ball of the innings, Amit Kumar is bowling. 
Carter plays an on-side slog shot and the ball goes out of 
the boundary. Umpire signals six and Amit Kumar takes his cap 
from the umpire.
- SCOREBOARD - New Zealand scores is NZ 331/1 in 50 overs.
COMMENTATOR (CONT'D)
New Zealand ne ek bada score khada 
kiya hai Punjab ke liye! Kya aaj ka 
match ek one sided muqabla saabit 
hoga? 
- FIELD: Everybody starts walking back to the players area.
","['jasleen', 'kittu', 'arjun', 'viru', 'amrit']","['jasleen', 'kittu', 'arjun', 'viru', 'amrit']","['jasleen', 'kittu', 'arjun', 'viru', 'amrit']",,,,,,,,,,,,,DAY,EXT
53,PCA / TEAM ROOM,"INT. PCA / TEAM ROOM - DAY
53
- PUNJAB TEAM ROOM - Punjab Team area: players are walking 
into their team area.
- PUNJAB TEAM ROOM - Amit Kumar, Viru, Gurkiran Singh and 
other players are drinking water. 
- PUNJAB TEAM ROOM - From Bali’s POV - The Punjab Coach is 
talking to Ravinder and Viru. 
67.
FOR AD TEAM
68.
PUNJAB COACH
Suno oye... jittna te mushkil 
hai... par kadi fight dene di 
koshish karna. Saade chhe run 
maarne hain per over.
VIRU
Koi chakkar hi nai sir.
RAVINDER
Come on boys... lets do it! 
Bali sir walks upto the coach.
BALI 
Sir... Arjun vadiya player hai... 
next usko bhej dein?
PUNJAB COACH
Sir next aap kyun nahi chale jaate?
A little embarrassed Bali sir goes back to his seat. 
- PUNJAB TEAM ROOM: Arjun is looking at all of this from a 
distance.
- PUNJAB TEAM ROOM: Bali gives a towel to Arjun and sits next 
Arjun also looking at the Punjab Coach and captain Ravinder.
COMMENTATOR
Punjab ke openers Virender aur 
Pratap ke kandhon pe hai badi 
zimmedaari... Field restriction ka 
fayda uthaane ki karenge koshish. 
","['arjun', 'viru', 'bali']","['arjun', 'viru', 'bali']","['arjun', 'viru', 'bali']",,,,,,,,,,,,,DAY,INT
54,PCA / GROUND,"EXT. PCA / GROUND - DAY
54
- FIELD: New Zealand team walks into the ground. They are 
warming up as they go in.
- Two Punjab batsmen also enter the ground warming up and 
rotating arms etc.
LOVELY
Amrit paaji... drum nikaalun?
AMRIT
Maar de mere sar pe... baitha reh 
chup chaap. Shuru teh karan de!
- STADIUM STANDS: There is a sound of cheer from the ground 
and Jasleen is trying to whistle looking at Viru. Kittu 
looking at Jasleen also tries to whistle but cannot.
68.
FOR AD TEAM
69.
- FIELD: Viru stands as the opener and Pratap Singh goes to 
the bowlers end.
- David Taylor starts running to bowl the first delivery. We 
can hear the crowd go “oooooOO”
- Viru plays an off drive. The ball goes to the boundary for 
a four.
- STADIUM STANDS: crowd claps. Umpire signals four.
- PUNJAB TEAM AREA: Arjun keeps his water bottle aside and 
claps.
- STADIUM STANDS: Jasleen and Kittu are excited and both 
whistle.
Montage of shots. 
COMMENTATOR
Patrick ki agli gend aur Pratap ko 
aayi dikkat... gend pad se lagi, 
LBW ki appeal aur ye out! Punjab ne 
khoya apna pehla wicket. 
- PUNJAB TEAM ROOM: Punjab coach gives out a little puff of 
air out.
- Immediately Bali gets up from his chair, goes to the Punjab 
coach, and says
BALI
Sir…Arjun…
The coach doesn’t acknowledge
PUNJAB COACH
Tussi pher shuru ho gaye Baliji... 
Ravinder... you are next
- SCOREBOARD: PUNJAB - 45/1, 6.1 overs
- FIELD: Ravinder defending the bowler Patrick, tries to take 
a single and Viru shouts “NO” and Ravinder goes back.
- Angus Thompson is bowling and Ravinder comes for a front 
foot and hits a Six over the long on.
- Viru and Ravinder the batsman come to the middle and punch 
their gloves.
Montage of shots
69.
FOR AD TEAM
70.
COMMENTATOR
Behtareen ballebaazi ka 
pradarshan... Virender aur Ravinder 
ki pachaas runon ki saajhedaari hui 
poori! 
- Viru plays a pull and hits a four in the deep. Ball crosses 
rope and umpire signals four.
- STADIUM STANDS: Jasleen excited, and hi-fives with Kittu.
- FIELD: Viru plays a off side slog shot and hits a four, 
ball crossing the rope.
- Umpire signals four.
COMMENTATOR (CONT'D)
Aur ye chauka... Punjab ke trump 
card Virender Singh ne jada ardh 
shatak! 
- PUNJAB TEAM ROOM: An old worker, Ground Staff walks upto 
Arjun.
GROUND STAFF
Puttar... tussi vi khel rahe ho 
ajj?
Arjun nods
GROUND STAFF (CONT'D)
Hun te pher sab nu ikkattha karna 
paena! 
He rushes away.
- FIELD: Ravinder hits the ball in the air.
COMMENTATOR
Ball hawa mein hai aur ye out! 
Punjab ne khoya apna doosra 
wicket... captain Ravinder 
pavillion ki taraf kooch karte hue. 
- Viru is looking up at the skies as Ravinder walks by him.
- STADIUM STANDS: The audience is silent.
- PUNJAB TEAM ROOM: Bali is sitting next to Arjun. 
BALI 
(to the coach)
Sir... sir... agla bhej dein 
Arjun...
70.
FOR AD TEAM
71.
PUNJAB COACH
(angry)
Bas karo sir... aapne aise hi 
appeal karte rehna hai toh main 
baahar chala jaata hoon uth ke. 
- FIELD: New batsman walks to the pitch.
- First ball is bowled.
COMMENTATOR
New zealand ne apne panje kass diye 
hain Punjab ke batsmen pe... agli 
ball aur ye bowled! Kya Virender 
iss match ki aakhri ummeed the... 
shayad. Par ab Punjab hua teen 
wicket down.
- SCOREBOARD: PUNJAB - 95/3, 20.2 overs
PUNJAB COACH
(thinks for a beat)
Sir... bhejo usko! 
Bali sir pumps the air.
BALI
Arjun... pad up! 
- STADIUM STANDS: Kittu looks at his father, walks towards 
the railing.
- FIELD: Arjun walks to the pitch while Viru walks back to 
the pavilion. Arjun gives him a slight push. But later turns 
and apologizes.
ARJUN
Sorry.
Arjun continues to walk towards the pitch. 
COMMENTATOR
Patrick ne do gendon pe do wicket 
liye hain aur ab naye ballebaaz 
khelenge unki hat-trick ball. Naye 
batsman Arjun stance le chuke hain. 
Chattis saal ki umr, ex ranji 
player aur seedha saamna hat-trick 
ball ka. Dekhna ye hai ke kya ye 
Punjab ko sharmindgi se bacha 
paayenge ya nahi.
- STADIUM STANDS: Whistles from the cleaning staff,
71.
FOR AD TEAM
72.
- Crowd which is talking, stops and looks at who is n","['jasleen', 'kittu', 'arjun', 'viru', 'bali', 'amrit']","['jasleen', 'kittu', 'arjun', 'viru', 'bali', 'amrit']","['jasleen', 'kittu', 'arjun', 'viru', 'bali', 'amrit']",,,,,,,,,,,,,DAY,EXT
